,c1_c2,c2_c3,c3_c0,p1,p2,p3,p4
0,6.7910682750128775,6.999999652201162,17.660043150656026,[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255],[  25.92893219 -148.52529907]
1,6.7910682750128775,6.999999652201162,17.660043150656026,[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255],[  25.92893219 -148.52529907]
2,6.7910682750128775,6.999999652201162,17.660043150656026,[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255],[  25.92893219 -148.52529907]
3,6.789327372053955,7.00050628139955,17.66761241217526,[  11.20083237 -158.27005005],[  12.92549324 -151.65176392],[  18.93844414 -148.49908447],[  25.93889618 -148.52664185]
4,6.7796002546000835,7.001025793701819,17.699732438322155,[  11.20083237 -158.27005005],[  12.95864868 -151.62142944],[  18.98100281 -148.50787354],[  25.98198128 -148.53361511]
5,6.766681871443779,7.000319799346157,17.757392268121656,[  11.20083237 -158.27005005],[  13.01717377 -151.56758118],[  19.05911064 -148.52078247],[  26.05938339 -148.54644775]
6,6.7485625676272365,7.001321543011299,17.83814648629198,[  11.20083237 -158.27008057],[  13.09872437 -151.49301147],[  19.16646385 -148.53909302],[  26.16773796 -148.56486511]
7,6.725003970027933,7.004662929926494,17.938464872142305,[  11.20071602 -158.26275635],[  13.20435905 -151.39733887],[  19.30327034 -148.563797  ],[  26.30788422 -148.5900116 ]
8,6.692564922374779,7.009924936839162,18.04763597344816,[  11.20029068 -158.23339844],[  13.33562183 -151.279953  ],[  19.4661808  -148.59542847],[  26.47605324 -148.62255859]
9,6.655942182051974,7.01898402215939,18.166429268308214,[  11.19928455 -158.17655945],[  13.49152279 -151.14326477],[  19.65621948 -148.63366699],[  26.6751442  -148.66252136]
10,6.61921004902309,7.027763201769456,18.2921845090459,[  11.19778538 -158.09078979],[  13.67075157 -150.98931885],[  19.87398529 -148.67980957],[  26.9016819  -148.71040344]
11,6.587016880098117,7.034218270988652,18.424852539361414,[  11.19604969 -157.97724915],[  13.87171841 -150.82162476],[  20.11940956 -148.73472595],[  27.15355492 -148.76675415]
