,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.params.EGO_BRAKING_THRESHOLD,point.params.EGO_SPEED,point.params.weather,rho
0,0.16662833567507584,0.14970935693363838,0.12644193033812223,0.6844603492873365,0.6314337882225249,0.6314337882225249,0.2717295884819677,0.6521945307078522,0.31819423276135517,0.2320927381445982,0.3882064728533969,0.7834671672428307,7.3738742376751585,12.202962542768384,2,-0.239415293192641
1,0.7290792674228567,0.7020642774258508,0.7006265934847532,0.25360463800405375,0.48231810903621,0.31159183582968475,0.19774925807794058,0.19774925807794058,0.19774925807794058,0.7774047532432882,0.5845502279089353,0.22047791959595897,14.226771043467856,11.836726020478723,11,-1.1159125857929655
2,0.6260986221861038,0.7496920673193473,0.46836874768079084,1.0,1.0,1.0,0.8627235879881703,0.8111398991110874,0.789875642768376,0.5938364115699744,0.43372802071550587,0.43372802071550587,15.0,13.070007583179503,0,-0.23601330459783387
3,0.7170311875935496,0.5733224886113171,0.4558988681516227,0.7918987696032062,0.7620000941301074,0.7620000941301074,0.7570616570285265,0.7570616570285265,0.7570616570285265,0.736625379481181,0.45303151818619875,0.26574992862635405,13.7986291924757,11.068941799682856,10,-0.6305316358987216
4,0.8995305197535822,0.8995305197535822,0.8995305197535822,0.4947924483640845,0.4947924483640845,0.4947924483640845,0.4487103567451954,0.3866850376154403,0.3625078138891537,0.4659208851913753,0.4659208851913753,0.4659208851913753,13.939263438154617,12.956426272142604,6,-0.24523170253688686
5,0.5644091859734058,0.5430852676254311,0.5089584428883788,0.6707621726027375,0.6707621726027375,0.6707621726027375,0.18269312567992635,0.17226581128926344,0.17226581128926344,0.46058448751522396,0.5339843782003737,0.7620692278546933,14.050765935243334,11.764193361773179,7,-0.5982350131547074
6,0.6395460836171223,0.5434282311707579,0.2751589491240235,0.7057577888289084,0.6744065143068811,0.5998785129687179,0.8455151179969227,0.5327230043820301,0.38649725034337923,1.0,1.0,1.0,14.330295843820952,12.099667529044737,4,-1.4704759003761656
7,0.847536930878395,0.822943838356026,0.822943838356026,0.29086066500296054,0.2723531438021752,0.2723531438021752,0.9878409848244649,0.9830090522054429,0.9830090522054429,0.2350621985577438,0.48345204988431956,0.517721707573819,14.50169051164088,12.178232072602489,1,-0.2319824104786461
8,0.6375573966833193,0.28995677567760214,0.28995677567760214,0.8398346411073285,0.34736280716225365,0.34736280716225365,0.34164845065216387,0.2597803058306923,0.2133657499657624,1.0,1.0,1.0,14.25581362369625,12.252104330469402,1,-0.2439216231172452
9,0.8330540036181214,0.8183885976101327,0.8124884926688084,0.9826319803422167,0.9820153787990026,0.9813374926485624,0.9712804816286483,0.9712804816286483,0.9712804816286483,1.0,1.0,1.0,14.231224382028936,11.884446514748513,13,-0.5180482034349483
10,0.8253836162938377,0.8253836162938377,0.8253836162938377,0.43041911854506615,0.33836602532341625,0.33836602532341625,0.23524008530296375,0.46391165332471757,0.42916865013789113,0.8028408465682839,0.3847857591039099,0.3847857591039099,14.212464360296575,11.941792522513472,6,-0.8808393201913756
11,0.6534034195956501,0.4138212622208962,0.4138212622208962,0.3546909390262091,0.3546909390262091,0.3546909390262091,0.04800577622373048,0.04800577622373048,0.04800577622373048,0.07627004152648052,0.06717319575735409,0.05949060821100306,14.222022496449505,11.904006060302738,2,-0.23922882079124452
12,0.6466529189234382,0.5623095916893492,0.5332051896775554,0.5234719526243559,0.509390152678941,0.4069093578606271,0.49394313249715477,0.469001948958146,0.469001948958146,0.1717821932632491,0.14865764136420365,0.14163466004067524,14.182185704158218,12.021618980290913,5,-0.24387441020202072
13,0.7122665768672659,0.7169536765914527,0.6859318144141778,0.41175448545165805,0.6638484887570514,0.7460276677069432,0.7155800646135596,0.7153617867185013,0.7111248896649868,0.8911206916311222,0.7093427638792339,0.42458876803799284,14.22131719737176,12.065577099317206,7,-0.24295396205188347
14,0.19265333544544766,0.19265333544544766,0.19265333544544766,0.7140483490914583,0.6930577122475802,0.5725552048088466,0.5821054653764827,0.8087366729101463,0.37619712621527734,0.8323298134437519,0.8460241944321036,0.8132400483024087,13.89646374847098,11.762450906856532,10,-1.5028677128006573
15,0.19055066160467626,0.18280243148850991,0.18111607421518605,0.7303933330184227,0.7303933330184227,0.7303933330184227,0.8179455179302058,0.7872641006172229,0.7059295703891295,0.8342406428625093,0.6735025982831526,0.4077593962944579,13.771185404705365,11.768192790987227,2,-0.22954160526535272
16,0.7288512816756864,0.4397078265994605,0.4276026733574728,0.680917947617001,0.6720569220810093,0.5447067471922041,0.32220268772621685,0.32220268772621685,0.32220268772621685,0.702430200024398,0.6563848239882798,0.5991182289767378,13.924418656191344,11.816416045691737,6,-1.5035431875575944
17,0.9503445494214996,0.9503445494214996,0.9503445494214996,0.8680236042046706,0.8680236042046706,0.8680236042046706,0.798331593780191,0.7319058354364304,0.7319058354364304,0.7073431573660118,0.8594459379634087,0.3811750443324009,14.027535960673916,12.483823980984566,9,-1.167160761919797
18,0.23765847003030321,0.23765847003030321,0.23765847003030321,0.4902482471058629,0.4768782924015871,0.4768782924015871,0.4891820608706245,0.4891820608706245,0.4891820608706245,1.0,1.0,1.0,13.98814334149992,12.7442346624771,9,-0.8562813955799813
19,0.7924639897723972,0.7918509362818152,0.7918509362818152,1.0,1.0,1.0,0.6015392126490459,0.6015392126490459,0.6015392126490459,0.17019160063611372,0.17019160063611372,0.17019160063611372,13.954522048840138,12.960449457177257,5,-0.23836129983303778
20,1.0,1.0,1.0,0.8072904122810416,0.8011652411355571,0.3856716559483184,0.38684687388801803,0.3772837695124358,0.34121247137031924,0.6357412747523644,0.6246272579784204,0.6207382627054568,13.997055360626176,12.667542899166175,10,-0.24504749151251914
21,0.21609163524092492,0.19244832541909151,0.1814743099836509,0.19707649727666757,0.1640841113105845,0.1640841113105845,0.784958095359721,0.9049852027665324,0.5461238800669976,0.6428304299259819,0.5855729548294939,0.5855729548294939,14.012058045508425,12.5621676089969,3,-0.7219374301558235
22,0.35182181545844593,0.4686795800608327,0.683363490739829,0.9554778830098297,0.9554778830098297,0.9554778830098297,0.9795457440744143,0.9788584280209783,0.978163934458593,0.6920194039451374,0.456438579012772,0.3522109143791442,14.010308304295432,12.582512605267311,12,-0.23818541957968975
23,0.7735595534120409,0.7138607102850592,0.4875790719113703,0.7641947866045242,0.42966449564100806,0.42463262769197874,0.691542204882448,0.4315802038152545,0.2272528810942419,0.6213855548300349,0.35287747670687053,0.35287747670687053,14.02113480058875,12.506290673519434,11,-0.08168711152075137
24,0.0,0.0,0.0,0.5135030907038101,0.5135030907038101,0.5135030907038101,0.7946080311998073,0.7734128380810389,0.7734128380810389,0.6662370669171277,0.5067782969839998,0.4273233090551488,14.027743918996412,12.453766225688614,1,-0.2310066922897649
