,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.params.EGO_BRAKING_THRESHOLD,point.params.EGO_SPEED,point.params.weather,rho
0,0.4375926082530425,0.4161441728478326,0.4161441728478326,0.4620134961200263,0.4620134961200263,0.4620134961200263,0.30696670148567884,0.30696670148567884,0.30696670148567884,0.4754380649581018,0.4754380649581018,0.4754380649581018,6.201710326157964,12.877539017602148,8,-0.22151676065835968
1,0.2935383850741754,0.5955595585341842,0.5016187941223035,0.7813884942413202,0.7813884942413202,0.7813884942413202,0.7159673939097317,0.6774928657787506,0.6571363515700921,0.8772777881896161,0.8584892529851678,0.8252642841258657,5.861386768351886,12.499972707061087,12,-0.8574900334579603
2,0.34689648809217244,0.2648064986205033,0.57862000267674,0.8324839518294989,0.6196752270485681,0.6196752270485681,0.6318533534160291,0.3293565308518174,0.3293565308518174,0.7770944303062001,0.7770944303062001,0.7770944303062001,5.71508207674366,12.106946670247353,4,-1.2522441506810185
3,0.5578112019684366,0.4994627292749792,0.44581713288426317,0.6863056239152658,0.23019822554694858,0.23019822554694858,0.11261339440691147,0.09559667155182096,0.09559667155182096,0.8816382594586702,0.8381610881382957,0.6529702493737986,5.699713112663636,11.500446982797442,1,-0.23683863908490554
4,0.3365980250880316,0.6244312917363407,0.7201209300871421,0.13792845353616778,0.13792845353616778,0.13792845353616778,0.7289217402153776,0.7327192581820755,0.6277820774395494,1.0,1.0,1.0,5.810997606620364,12.270711633087062,4,-0.23665136381739416
5,0.6189249127114766,0.6637103354093593,0.49977964768356953,0.938009272247691,0.9326537597644712,0.9326537597644712,0.8641824295611887,0.8641824295611887,0.8641824295611887,0.30152865230171566,0.4625426517318937,0.6042101042497176,5.458923313779331,12.213376970980928,4,-0.7683150062800213
6,0.7547911255435114,0.7221513107488251,0.7221513107488251,0.1817640099661469,0.41832186658524745,0.21543511286789235,0.5622979281590006,0.5622979281590006,0.5622979281590006,0.627268179255338,0.5687503036955021,0.5633163998332719,5.396241797378668,12.20546864988958,10,-0.9198880972817811
7,0.8094083593628558,0.6848814439318373,0.511448955662329,0.08175696835165491,0.1327180773778736,0.23035380518262827,0.5943388045293602,0.5731672495547996,0.5633542045495262,0.21147949198020072,0.21265595733885068,0.18985243260491858,5.249820813950222,12.187840403932043,1,-0.6944142348678781
8,0.9999999999999999,0.9999999999999999,1.0,0.9497280995121219,0.945200753727923,0.9396097368310113,1.0,1.0,1.0,0.8225542415643419,0.24793324509956616,0.24793324509956616,5.105097056281756,12.127811207344811,9,-0.6365490328633756
9,1.0,1.0,1.0,0.9363417790791365,0.931646201822739,0.930170504710658,0.3002702424809743,0.3002702424809743,0.3002702424809743,0.24163253058219109,0.24629670127026193,0.1820181373871234,5.073599594000223,12.139216502876764,3,-0.07161492205097719
10,0.3090223531102281,0.3090223531102281,0.3090223531102281,0.8432617121975067,0.8042852677069291,0.8042852677069291,0.44566605009920124,0.44566605009920124,0.44566605009920124,0.7204854145789248,0.7168908995633014,0.7065143959922862,5.111570037234472,12.128388605150167,7,-0.19130765638222869
11,0.3310387369698483,0.672441201781157,0.7445223188821711,0.24047363870462712,0.1955445430117912,0.1955445430117912,0.156505997272344,0.36830067626728286,0.3304281057685897,0.8215205895473048,0.792005397340842,0.756794994700142,5.180663643595277,12.21831658413979,2,-0.2452953176710153
12,1.0,1.0,1.0,1.0,1.0,1.0,0.43659628645017706,0.5820533607571895,0.35022989720811426,0.9799667960579426,0.9799667960579426,0.9799667960579426,5.189467560509622,12.198169670352485,6,-0.894104596233154
13,0.4171450479478429,0.4171450479478429,0.4171450479478429,1.0,1.0,1.0,0.543034272662996,0.48023321513922435,0.43708476961879517,0.11837181097642477,0.11837181097642477,0.11837181097642477,5.119785142822212,12.213408557210887,0,-0.8292765027728022
14,0.2919879243062118,0.38054696099656427,0.5564333832356857,0.19204863115029341,0.19204863115029341,0.19204863115029341,0.5703056168942033,0.7803013017041815,0.5794821830748632,0.26537636619394434,0.25030306935880287,0.25030306935880287,5.0,12.219749092207657,2,-0.12923181944227657
15,0.18047332294367996,0.1770830086422198,0.17006780841576502,1.0,1.0,1.0,0.8720319603980217,0.8622640710487387,0.8545635946134907,0.4831774503363634,0.6323749875128275,0.8081281182759977,5.0,12.200125213748393,5,-0.001850017062311693
16,0.2815049138716078,0.3261760912173497,0.6877410558140068,0.8657220462031706,0.8657220462031706,0.8657220462031706,0.95479266061419,0.95479266061419,0.95479266061419,0.7581551604731976,0.7056211724830507,0.7056211724830507,5.023626207066384,12.187635456951202,9,-0.23707815111752328
