,c1_c2,c2_c3,c3_c0,p1,p2,p3,p4
0,6.831483818924145,13.382104911916192,6.999999652201162,[  18.92899132 -148.49661255],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  25.92893219 -148.52529907]
1,6.831483818924145,13.382104911916192,6.999999652201162,[  18.92899132 -148.49661255],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  25.92893219 -148.52529907]
2,6.831483818924145,13.382104911916192,6.999999652201162,[  18.92899132 -148.49661255],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  25.92893219 -148.52529907]
3,6.830232404683035,13.381189191143818,7.0094686670742545,[  18.92899132 -148.49661255],[  11.20071793 -158.26112366],[  12.92720032 -151.6526947 ],[  25.93839073 -148.527771  ]
4,6.821279821922089,13.382937070534497,7.052361487662585,[  18.92899132 -148.49661255],[  11.19980526 -158.21826172],[  12.96025753 -151.62806702],[  25.98123932 -148.53662109]
5,6.812430374765547,13.385339614148222,7.12951562732653,[  18.92899132 -148.49661255],[  11.1986475  -158.13894653],[  13.01924038 -151.57429504],[  26.05831146 -148.54940796]
6,6.798695895677485,13.391275303252197,7.238686205099559,[  18.92899132 -148.49661255],[  11.19678307 -158.02682495],[  13.10099125 -151.50024414],[  26.16732407 -148.56814575]
7,6.781075680493282,13.399295975038301,7.377936145500674,[  18.92899132 -148.49661255],[  11.19456005 -157.88192749],[  13.20554066 -151.40589905],[  26.30629539 -148.59318542]
8,6.76348877308129,13.408560370425263,7.548899370431116,[  18.92895889 -148.49661255],[  11.19197464 -157.70489502],[  13.33561325 -151.2901001 ],[  26.47675705 -148.62554932]
9,6.746911734802488,13.41957940105496,7.742823087110647,[  18.93651962 -148.4974823 ],[  11.18893433 -157.49676514],[  13.49071026 -151.15463257],[  26.67750931 -148.66596985]
10,6.731708328456382,13.43187375074074,7.945007789385068,[  18.96286011 -148.5017395 ],[  11.18577385 -157.25854492],[  13.66933823 -151.00172424],[  26.90502167 -148.71438599]
11,6.7152861660495535,13.451287751130463,8.145569368669527,[  19.0161972  -148.51049805],[  11.18322372 -156.99313354],[  13.86587048 -150.83695984],[  27.15759277 -148.77122498]
12,6.686425245978938,13.492917796999093,8.34561494899735,[  19.09681129 -148.5239563 ],[  11.18237782 -156.70217896],[  14.06875992 -150.6708374 ],[  27.43653679 -148.83743286]
13,6.635458458662845,13.56592915432097,8.54483719713135,[  19.20499229 -148.5426178 ],[  11.1846981  -156.38446045],[  14.27017021 -150.51000977],[  27.74179077 -148.91317749]
14,6.562557635798608,13.67061356723296,8.739814424990126,[  19.34366608 -148.56755066],[  11.19203472 -156.04013062],[  14.46970272 -150.35470581],[  28.07285881 -148.99830627]
15,6.468662245225852,13.804873547376891,8.928047443854705,[  19.51332283 -148.59953308],[  11.20672798 -155.66992188],[  14.66732597 -150.20477295],[  28.42757416 -149.09567261]
16,6.354989914648311,13.970622314064839,9.111123077754248,[  19.7131424  -148.63945007],[  11.23159885 -155.27523804],[  14.86299038 -150.0599823 ],[  28.80706215 -149.19908142]
17,6.222499687846465,14.167604827251386,9.29187867312771,[  19.93987656 -148.68736267],[  11.26984501 -154.8578186 ],[  15.05664349 -149.92024231],[  29.21100998 -149.30792236]
18,6.073777789134711,14.394916323507813,9.471772836860792,[  20.19096947 -148.74525452],[  11.32039356 -154.41816711],[  15.24823856 -149.78536987],[  29.63855934 -149.42166138]
19,5.907103984557379,14.65191638628964,9.647706135138097,[  20.4688797  -148.81152344],[  11.39293098 -153.96028137],[  15.43772888 -149.65522766],[  30.08917809 -149.53822327]
20,5.723142400041885,14.937954124258242,9.820118660328191,[  20.77230453 -148.889328  ],[  11.48873711 -153.48506165],[  15.62507629 -149.52967834],[  30.56250191 -149.65533447]
21,5.527727875429206,15.251161399465394,9.986692635228929,[  21.10214043 -148.97515869],[  11.60509205 -152.99642944],[  15.81025124 -149.40861511],[  31.05712128 -149.77038574]
22,5.389088300109654,15.574242622215195,10.13159956080969,[  21.457201   -149.06904602],[  11.71511841 -152.56904602],[  15.9932127  -149.29182434],[  31.55639076 -149.87878418]
23,5.399200544963479,15.911055054875602,10.260424022757794,[  21.83639336 -149.17071533],[  11.77962971 -152.3163147 ],[  16.17394066 -149.17921448],[  32.06479645 -149.98069763]
24,5.551345347296577,16.264692460366476,10.3825165395841,[  22.23293114 -149.29455566],[  11.79761982 -152.2441864 ],[  16.35240746 -149.07064819],[  32.58600235 -150.07594299]
25,5.755493588636148,16.643043865660673,10.508173144445523,[  22.64502144 -149.44345093],[  11.797719   -152.24388123],[  16.52859879 -148.96600342],[  33.12829208 -150.16645813]
26,5.960399101534246,17.034484764892465,10.62651932039347,[  23.08314323 -149.58616638],[  11.79784107 -152.24353027],[  16.71051788 -148.86833191],[  33.68901062 -150.24835205]
27,6.184122924798033,17.41751071403819,10.737106366494979,[  23.54885864 -149.71221924],[  11.79791927 -152.24330139],[  16.9196682  -148.77760315],[  34.26874542 -150.32006836]
28,6.416724585616363,17.78633105134867,10.841086446099153,[  24.03777695 -149.83518982],[  11.79791927 -152.24330139],[  17.15701675 -148.71421814],[  34.86515808 -150.38014221]
29,6.65072326907044,18.143612973415085,10.955126574961303,[  24.53408241 -149.95106506],[  11.80750179 -152.22116089],[  17.42190933 -148.65597534],[  35.47885513 -150.42724609]
30,6.899345433639134,18.490602681971655,11.08797577451206,[  25.02753067 -150.05593872],[  11.82773685 -152.1716156 ],[  17.71419334 -148.57292175],[  36.10808182 -150.4616394 ]
31,7.146072550929501,18.824315793731525,11.231501692091916,[  25.52667618 -150.15028381],[  11.86016846 -152.09379578],[  18.03417778 -148.49546814],[  36.75323868 -150.4833374 ]
32,7.391388352548573,19.142756315911555,11.379245293326145,[  26.03688431 -150.23443604],[  11.90501118 -151.99075317],[  18.38196182 -148.42961121],[  37.41319275 -150.49295044]
33,7.6331922218272945,19.446773296801176,11.52851761021651,[  26.56118393 -150.30796814],[  11.96415901 -151.86080933],[  18.75660324 -148.37823486],[  38.08824539 -150.49119568]
34,7.870344909934387,19.736574787507987,11.677204374970342,[  27.10107613 -150.37071228],[  12.03913593 -151.7026062 ],[  19.15702248 -148.34432983],[  38.77777481 -150.47938538]
35,8.104278202824743,20.01320499667662,11.824810381617242,[  27.65714073 -150.42144775],[  12.1324358  -151.51976013],[  19.58231354 -148.32936096],[  39.48189163 -150.45895386]
36,8.339285098594024,20.277349898444037,11.970695822072146,[  28.22946548 -150.45942688],[  12.2428875  -151.31567383],[  20.03121376 -148.33479309],[  40.20012283 -150.42907715]
37,8.581277807821515,20.530654161490553,12.11484884884861,[  28.81789398 -150.48472595],[  12.3651619  -151.08686829],[  20.5022583  -148.36180115],[  40.93238068 -150.39105225]
38,8.849465959287652,20.775549627842143,12.257603890268756,[  29.42210388 -150.49746704],[  12.48016453 -150.82458496],[  20.99407959 -148.41081238],[  41.67883301 -150.35102844]
39,9.137872163860226,21.01631838583101,12.399006583936812,[  30.0417347 -150.4981842],[  12.59773064 -150.5369873 ],[  21.5024662  -148.48603821],[  42.43933868 -150.31169128]
40,9.395566338084631,21.27330870286563,12.539071315816896,[  30.67642212 -150.48779297],[  12.7636385 -150.2518158],[  22.00830841 -148.57469177],[  43.21366501 -150.27366638]
41,9.618483276622731,21.552103227340066,12.67781978848102,[  31.32584381 -150.467453  ],[  12.97346497 -149.97642517],[  22.5052948  -148.68823242],[  44.00159073 -150.23820496]
42,9.808771725995731,21.857205673146158,12.815296054666403,[  31.98970795 -150.43869019],[  13.21567249 -149.69700623],[  22.98781395 -148.85009766],[  44.80289841 -150.20639038]
43,9.991275285677293,22.1700662376781,12.95080498521517,[  32.66779327 -150.40327454],[  13.49002647 -149.41496277],[  23.47493553 -149.05834961],[  45.61665726 -150.17906189]
44,10.197791872085038,22.45994054570494,13.079891732578366,[  33.35990524 -150.36306763],[  13.79969788 -149.13883972],[  23.99700356 -149.23841858],[  46.43816757 -150.15661621]
45,10.40980245908776,22.738592764184904,13.2040640028801,[  34.06587601 -150.31999207],[  14.14574432 -148.87364197],[  24.54188919 -149.40670776],[  47.26869583 -150.13873291]
46,10.621866576020548,23.008366004290597,13.324678357692076,[  34.78554916 -150.27600098],[  14.52812862 -148.62387085],[  25.107687   -149.57096863],[  48.109375   -150.12527466]
47,10.8285877550591,23.27113056508823,13.442413337426931,[  35.51878738 -150.23286438],[  14.94655991 -148.39489746],[  25.69280243 -149.7277832 ],[  48.96069336 -150.11607361]
48,11.027098826292015,23.525814387226927,13.557643598922747,[  36.26540375 -150.19219971],[  15.40001106 -148.1918335 ],[  26.29819107 -149.87307739],[  49.8228035  -150.11088562]
49,11.216600693732302,23.773689374156696,13.67051432121787,[  37.02523041 -150.1552887 ],[  15.88250446 -148.01986694],[  26.92221069 -150.00405884],[  50.69566727 -150.10926819]
50,11.409341869999004,24.014126983181807,13.781175488582587,[  37.79804611 -150.12315369],[  16.37646103 -147.8848877 ],[  27.56509018 -150.11819458],[  51.579216   -150.11073303]
51,11.60188990186039,24.248383605118047,13.88965649176492,[  38.58362579 -150.0965271 ],[  16.87888145 -147.79168701],[  28.22509003 -150.21395874],[  52.47327042 -150.11468506]
52,11.796337514528473,24.476140170171746,13.99603570132073,[  39.3817215  -150.07572937],[  17.38500023 -147.73893738],[  28.90213394 -150.29025269],[  53.37768555 -150.12051392]
53,11.992886863163934,24.698521922673443,14.100331980127459,[  40.19208527 -150.06083679],[  17.89139557 -147.72744751],[  29.5947113  -150.34693909],[  54.29225922 -150.12759399]
54,12.200538432254703,24.91549566602339,14.202601664513711,[  41.01447678 -150.05162048],[  18.38941383 -147.75201416],[  30.30257988 -150.38442993],[  55.21683121 -150.13542175]
55,12.428211941254352,25.127956997680922,14.302876906943299,[  41.84864044 -150.04759216],[  18.86950111 -147.81039429],[  31.02456474 -150.40170288],[  56.15119553 -150.14353943]
56,12.678768338220127,25.335742538520396,14.401212140399421,[  42.69434357 -150.04815674],[  19.33269119 -147.89355469],[  31.76068687 -150.40275574],[  57.09518433 -150.15158081]
