,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.params.EGO_BRAKING_THRESHOLD,point.params.EGO_SPEED,rho
0,0.704270079535714,0.5183905118469565,0.46468822960812006,0.4568010995992781,0.44897924414728735,0.4387049327029933,0.8649049982619976,0.8125697721685388,0.7175718255623607,0.9218163319321058,0.9180897137985795,0.8932253130434149,6.81451997787392,16.781219720281342,1.0
1,0.45978137724328716,0.45978137724328716,0.45978137724328716,0.2693316013465906,0.20401056596145573,0.20401056596145573,0.7437193574839536,0.671450819008661,0.671450819008661,0.0,0.0,0.0,6.066323467911916,13.925661916637946,1.0
2,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.2445354740960477,0.32628445046298193,0.6673192611423839,0.9355044063659063,0.9196094568494441,0.9064828002019899,7.69647775312465,5.007778877790147,1.0
3,0.8443355315514565,0.78233022184156,0.78233022184156,0.46411027736915417,0.46411027736915417,0.46411027736915417,0.24250389616359302,0.612826100024071,0.6055795701998792,0.7458956890726178,0.7111047262483894,0.7111047262483894,10.927437055965068,15.776611568791168,1.0
4,0.9391780964623473,0.9362447309327917,0.9362447309327917,1.0,1.0,1.0,0.24297037663129134,0.24297037663129134,0.24297037663129134,0.6027084672909269,0.6027084672909269,0.6027084672909269,12.605311496471785,28.29202226137448,1.0
5,0.7932329272092634,0.7769044690809233,0.7377319157351466,0.32952218438856073,0.32952218438856073,0.32952218438856073,0.602685610751463,0.2072461505318569,0.2072461505318569,0.9915452361243016,0.9909905456002661,0.9903821822237424,8.36545068405704,27.554570611614007,1.0
6,1.0,1.0,1.0,0.6626463584592528,0.6626463584592528,0.6626463584592528,0.7044942960344784,0.5322647268515253,0.47855566752239564,0.6405335424022925,0.6405335424022925,0.6405335424022925,7.497362724402092,3.5408881746214043,1.0
7,0.6879040541733106,0.6879040541733106,0.6879040541733106,0.6072800128903575,0.3688208926483685,0.6337512141779791,0.6083913535839214,0.4749647050135186,0.4749647050135186,0.9519039720989086,0.9519039720989086,0.9519039720989086,12.266680074242817,4.6207303048310004,1.0
8,0.9013939194529035,0.8716298417339723,0.8716298417339723,0.14283394612297184,0.1438097038274813,0.1339125996441892,0.30932163610077157,0.4605274508721634,0.5661044160221915,1.0,1.0,1.0,9.74710895285261,22.151001413931905,1.0
9,0.3342762123627858,0.3331164105041504,0.3331164105041504,0.5974450630072692,0.588094898268012,0.5806470699809378,0.21972718092244353,0.21972718092244353,0.21972718092244353,0.8855863360573805,0.8812772393956051,0.8802098104711608,8.15756792064073,22.04090342598447,1.0
10,0.767810170066606,0.308359891964355,0.2497750807682677,0.10272470570067216,0.10199273557832214,0.10199273557832214,0.5717214391916541,0.5328378585747435,0.5328378585747435,0.11327486066925549,0.10561632631968979,0.10561632631968979,11.21047912352894,20.496078020598233,1.0
11,0.9999999999999999,1.0,1.0,0.9921386085223097,0.9899724471253709,0.9899724471253709,0.2208085469359042,0.21238762328874972,0.20654295092829303,0.9356762910225849,0.9291213620286215,0.9288993698257899,5.591852094186876,23.15973066099184,1.0
12,0.9052697568057837,0.9052697568057837,0.9052697568057837,0.9266569282503702,0.9266569282503702,0.9266569282503702,0.34746662942892037,0.34746662942892037,0.34746662942892037,0.6430756661388746,0.6430756661388746,0.6430756661388746,5.690908679983828,19.362273682248333,1.0
13,0.28640077691646537,0.28640077691646537,0.28640077691646537,1.0,1.0,1.0,0.7103633887999646,0.7103633887999646,0.7103633887999646,0.08399001229896516,0.08399001229896516,0.08399001229896516,13.226324856666137,6.437441862935864,1.0
14,0.7970395243546932,0.7970395243546932,0.7970395243546932,0.5168185465763984,0.5168185465763984,0.5168185465763984,0.3695260832160531,0.32215050888666175,0.2957611006286383,0.20810151792595336,0.20810151792595336,0.20810151792595336,13.925487093659257,14.739576890767726,1.0
15,0.4919530425126926,0.7331305397191887,0.4135178542153697,0.35732733184322335,0.2131325237421534,0.6593328950723846,0.46420596279033566,0.5545399541140058,0.31051027650176355,0.9115018095815146,0.8209529565542785,0.4712819050018888,7.184761048899803,2.6679975063041894,1.0
16,0.6231970493755339,0.6231970493755339,0.6231970493755339,1.0,1.0,1.0,0.6099628796052136,0.5540591921090571,0.5540591921090571,0.814986615927908,0.8038772184261951,0.8038772184261951,12.481300213809174,11.511374144332743,1.0
17,1.0,1.0,1.0,0.5506830580380762,0.5506830580380762,0.5506830580380762,1.0,1.0,1.0,0.8238745544205828,0.7832366250195891,0.7441805861927733,13.178107505107047,12.592788029347293,1.0
18,0.3174406189959579,0.3174406189959579,0.3174406189959579,0.4604037341360793,0.4141192548821751,0.41181157321867695,0.5180408002405423,0.8951777959910774,0.28699962737686757,0.3508416489034836,0.3508416489034836,0.3508416489034836,5.302925866836276,27.65592490305144,1.0
19,1.0,1.0,1.0,0.3628490543891725,0.3628490543891725,0.3628490543891725,0.712908858004685,0.580916756508767,0.41613138310532793,0.7710306849233602,0.7370641641931185,0.7110739872800372,7.977390264273346,16.258906330429703,1.0
20,0.831258854050707,0.803056643783728,0.803056643783728,0.25421181958451844,0.25421181958451844,0.25421181958451844,0.23543409817482022,0.1952785087186201,0.1952785087186201,1.0,1.0,1.0,11.586852560373828,12.661586017513633,1.0
21,0.6240341565088601,0.5560172800240221,0.3335566620584782,0.34865951426901454,0.34865951426901454,0.34865951426901454,0.3829947458294671,0.29764497409577945,0.29764497409577945,0.2667827976661476,0.2667827976661476,0.2667827976661476,7.0656806120804525,7.748673414929816,1.0
22,0.5153947841155362,0.5035813547521201,0.5001574440784926,0.7853112918139942,0.6792709316023329,0.6792709316023329,1.0,1.0,1.0,0.3703943770309176,0.6629556802542561,0.6434216106643044,14.15313466791226,29.56771433042563,1.0
23,0.6145286722771145,0.6145286722771145,0.6145286722771145,0.5299807157469465,0.5084345909781718,0.4569166778142104,1.0,1.0,1.0,0.23628275281672217,0.23628275281672217,0.23628275281672217,12.22924173661303,8.179491819933745,1.0
24,0.8869863337688018,0.8869863337688018,0.8869863337688018,0.3106484062263334,0.46777026731976024,0.5879924228435676,0.9955556015582353,0.9955556015582353,0.9955556015582353,1.0,1.0,1.0,13.404973560548585,21.487066526270244,1.0
25,0.8218708733587105,0.4193334559234664,0.4193334559234664,0.6315332530605291,0.6315332530605291,0.6315332530605291,0.8941863302094771,0.8570906097716239,0.8570906097716239,0.855648548414822,0.7778508902273203,0.22529600423199714,7.534728403959274,25.807272220553266,1.0
26,0.3505250996767355,0.7393859637716871,0.6853115593741228,0.5126136720253536,0.6193162391251578,0.3492765282643434,0.8253576966983431,0.8253576966983431,0.8253576966983431,0.8059520904775891,0.46584116199278297,0.40293616329078386,14.771859636860851,16.203896339281822,1.0
27,0.9927232308762612,0.9927232308762612,0.9927232308762612,0.7337667483823002,0.7387391081343013,0.6339600344663339,0.7574208307304473,0.7648447723438997,0.7359953069783552,0.4921474587626909,0.4921474587626909,0.4921474587626909,13.249988116109364,13.603693330578952,1.0
28,0.5310408671745563,0.5422825221552136,0.38199470879612085,0.9989692734493567,0.9985254126084051,0.9985060495588733,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,9.798618312160482,9.249643782576843,1.0
29,0.7801187704242245,0.8017579749957955,0.4219830999186185,0.8349177465330142,0.8349177465330142,0.8349177465330142,0.6505299083695387,0.6505299083695387,0.6505299083695387,0.6049105712500037,0.553008506609909,0.553008506609909,14.919016409392711,25.368732541593673,1.0
30,0.9346755487788483,0.9313965845154928,0.9221833849634831,0.34815230391230645,0.4851576550034602,0.6010258813958752,0.8558498423517155,0.8558498423517155,0.8558498423517155,0.9876643844401801,0.9848187980921351,0.9848187980921351,5.46258965735829,4.868474021671533,1.0
