,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.params.EGO_BRAKING_THRESHOLD,point.params.EGO_SPEED,point.params.weather,rho
0,0.9264755638483373,0.9193500348908352,0.915958244377326,0.9534376283354593,0.9399312696593785,0.9399312696593785,0.9081340457352405,0.9081340457352405,0.9081340457352405,0.28278163575424764,0.4498828605732519,0.5324681283077779,11.070778512549898,29.541306074439337,4,1
1,1.0,1.0,1.0,0.25394051106677284,0.25394051106677284,0.25394051106677284,0.47048086189582533,0.44864196302375486,0.44864196302375486,0.696142721341217,0.6363117802822462,0.6363117802822462,9.462380052427555,29.44860637547413,2,1
2,0.8620645356100245,0.8620645356100245,0.8620645356100245,0.7865069935236862,0.7157265703399179,0.7157265703399179,0.7779484647650345,0.7779484647650345,0.7779484647650345,0.6153750787323923,0.6723540014375929,0.4277090911844236,8.804106828527198,14.052746533941798,12,1
3,0.7683635093179693,0.7683635093179693,0.7683635093179693,0.09804433844446996,0.07906665136677322,0.0665749437478579,1.0,1.0,1.0,0.1940703385560881,0.1940703385560881,0.1940703385560881,13.451300076901566,10.437940080212323,2,1
4,0.8441684777312821,0.8441684777312821,0.8441684777312821,0.7642397964784862,0.49642498800070234,0.49642498800070234,1.0,1.0,1.0,1.0,1.0,1.0,5.156108690944727,28.96978684346286,9,1.9881771377454651
5,0.1741686284884183,0.1741686284884183,0.1741686284884183,0.28287622989840616,0.28050614615202896,0.7486518869943094,0.5908821197369488,0.5576921093482222,0.5492633772594399,0.14215862699906612,0.14215862699906612,0.14215862699906612,8.056257259662706,20.874844281240804,7,1
6,0.9999999999999999,1.0,1.0,0.6849081401777263,0.44669461342272393,0.43852009769111266,0.8753401991757433,0.8454722122711679,0.8454722122711679,0.03647640198136151,0.03647640198136151,0.03647640198136151,9.484438463449195,17.665666625243553,8,1
7,0.4268279382549875,0.3642325437561676,0.3642325437561676,0.6990267228144604,0.6990267228144604,0.6990267228144604,0.8250541211281676,0.5860812887515628,0.5860812887515628,0.3022739620280807,0.2895592026074206,0.2621493795359979,12.194820285202782,19.974992438263158,6,1
8,0.585471923428199,0.20755187261569472,0.18129740549766493,0.9979034322059224,0.9977293048217357,0.9977293048217357,0.7396529309467771,0.7536386213773133,0.6787331692949098,1.0,1.0,1.0,5.0450267057382305,24.5261284401435,4,1.5762028360084095
9,0.6586761556079569,0.6472295497584445,0.6124597159959869,0.4673828137393064,0.4673828137393064,0.4673828137393064,0.2676464384345013,0.7028824797808364,0.7325520111533569,0.2618499423450278,0.6410751324128326,0.5630125900624507,9.963280657369877,23.4023066007558,0,1
10,0.6711516481063203,0.6676321589880454,0.614976608778253,0.1720863740624623,0.1720863740624623,0.1720863740624623,1.0,1.0,1.0,0.6308234975346647,0.6291636407163532,0.5635031622832287,11.56187457290508,19.144585768016817,3,1
11,0.9168835706462208,0.910164583459133,0.8995168825129523,0.2981210144295641,0.27415271729003304,0.27415271729003304,0.7617822434929095,0.5496931464263454,0.5496931464263454,0.1720518184733086,0.1720518184733086,0.1720518184733086,10.84213389048893,11.35874523156495,13,1
