,c1_c2,c2_c0,c0_c3
0,6.999988357474266,13.998967791920212,6.99942236297355
1,7.000349064401311,13.998734714049537,6.99935641600905
2,6.99958742480405,13.998310912510295,6.997925603442952
3,6.998127048801668,13.996578789993139,6.993991664883784
4,6.9963290481405345,13.994148392744531,6.989113996374193
5,6.994679669397831,13.991434205131188,6.984154797223616
6,6.992849042729635,13.988672512837175,6.978825491159269
7,6.991005315183775,13.985739570998405,6.973379647112836
8,6.989140709849785,13.982590233364276,6.967734816089288
9,6.987251756463425,13.979227098412862,6.96190839625738
10,6.985338329608671,13.975662843696862,6.955943002889773
11,6.983402532965524,13.971904445587619,6.949859371888094
12,6.98144844477485,13.967957188979213,6.943682705333178
13,6.979472540849307,13.963807307030429,6.937453168414174
14,6.977469270628226,13.959428665250405,6.931166610492262
15,6.975446247409577,13.910200196887967,6.880050685640447
16,6.973405409861106,13.80216747588161,6.770239743643616
17,6.971345417133421,13.693736445076517,6.660129180767552
18,6.969266727230251,13.584421159743108,6.548823655304517
19,6.967174592709423,13.474001221215127,6.4364399139306885
20,6.965065422139574,13.362640873834554,6.323127134099759
21,6.962934520349088,13.250082673186617,6.208918393968132
22,6.960790741711191,13.10642111875274,6.066513348603264
23,6.958506425740729,12.941934551982452,5.904939818445766
24,6.956042171748617,12.781298223094748,5.784691200226195
25,6.954098883938123,12.618099777143026,5.76484801320848
26,6.952487032259084,12.45404448140844,5.846919655937706
27,6.951194339370747,12.269695014274465,6.005598915779167
28,6.9501908520253926,12.062018385061322,6.197019388292074
29,6.906229732622118,11.892680071057388,6.3859530097788
30,6.755102349524368,11.780649859276858,6.530448683484802
31,6.4962567268571165,11.705836388960028,6.607335797053601
32,6.1305338072444515,11.706496338075802,6.65834824824672
33,5.657888878744938,11.770775199374093,6.67463603665184
34,5.121717417504784,11.931431950964166,6.6855185730695394
35,4.992378137035894,11.98158487417816,6.692771035959606
36,4.99554987327874,12.05144335341347,6.72693337956616
37,4.998871408628052,12.205649032203324,6.781557647221547
38,4.999301261533434,12.443147119749726,6.833411197326235
39,4.99958319758268,12.767605443297253,6.899704680960455
40,5.0398845624731905,13.13717228886505,6.9640568743090725
41,5.158975106353714,13.494331579390304,6.988324802962016
42,5.303992545766024,13.848733166349696,6.9885483063952805
43,5.471349155864119,14.175392935114626,6.959074819603097
44,5.661520625398806,14.427244712162084,6.91032766533708
45,5.874848072370952,14.615215114261748,6.87801529221939
46,6.111388243648727,14.720320637294224,6.801451650751304
47,6.362459436810732,14.786562599855046,6.727462891344053
48,6.616972754394867,14.838186191025834,6.652896378394141
49,6.874536605890042,14.872444375398159,6.56865563843058
50,7.133744089354396,14.884395235959738,6.472962082633375
51,7.3956557875006155,14.87574789218109,6.364978291015873
52,7.660567575060276,14.865352992238094,6.235022999800778
53,7.9281415204199375,14.864008584814048,6.055900959945232
54,8.198088562569437,14.86569828586176,5.876303258542883
55,8.471036888370199,14.873123986767713,5.76070649918286
56,8.722125579051886,14.89689452152433,5.713997808811794
57,8.951774628214318,14.885440418479257,5.715873054552596
58,9.187313503546829,14.836731464025139,5.789515951126845
59,9.402342702275643,14.777768027411398,5.9503392884494275
60,9.58519630013203,14.683137350000198,6.161230570871519
61,9.765749406115274,14.50482571194051,6.3634224224662335
62,9.946458995741374,14.287984925749603,6.558959779582131
63,10.108025337744651,14.108035161112992,6.752273211865416
64,10.23242743428997,14.02345135510379,6.938057717273512
65,10.346860132433273,13.99923518595056,7.10848122886442
66,10.437007380506971,13.995165779180509,7.246049762828613
67,10.472317052344001,13.963740615823387,7.3707913163053576
68,10.465566989018836,13.904230283633872,7.491899598336478
69,10.433964075923498,13.823480342651417,7.609577325744411
70,10.379276139719837,13.718831427763064,7.724147386156579
71,10.298931236136285,13.58766780425479,7.836979155695383
72,10.187695847785049,13.477158920535611,7.942871690217827
73,10.003028020087056,13.43826152640558,8.029431365212938
74,9.722167845538253,13.473593690266942,8.125627296921834
75,9.343509964280972,13.556087191116907,8.185221268517259
76,8.900702391215075,13.649586999008708,8.169244168801459
77,8.40187061047851,13.814638013024636,8.142535444378442
78,7.820611582865261,14.061416333544086,8.13413509711188
79,7.170250965888344,14.380196211614967,8.156832553737681
80,6.488321653512688,14.713377057401175,8.18039437822083
81,5.826415570922831,15.033815407177093,8.194493519095904
82,5.239219247344646,15.338607534689302,8.196913060898021
83,5.020411578981584,15.514744569331125,8.185752907881103
84,5.055980677942027,15.580874626607475,8.15913683613696
85,5.184050503280972,15.617568725596406,8.115230367581843
86,5.401442206391528,15.620644327703658,8.052141695424302
87,5.694957601213807,15.585378339073625,7.964214829387093
88,6.013246053682162,15.50719809990579,7.861382412288208
89,6.333478462612008,15.382078500594254,7.745686881118543
90,6.643419165151456,15.247437953068985,7.65409473580365
91,6.939078852471144,15.055097925095614,7.54566392887007
92,7.218487718836638,14.794663454570697,7.42617876204601
93,7.488769049308056,14.484033089695542,7.309559198201213
94,7.7678833532283,14.15444649064661,7.18709540010978
95,8.064617029418383,13.869973400118715,7.074361015047831
96,8.373875638120388,13.616465723172027,6.980167685114693
97,8.652156097777567,13.397506052771359,6.912996602840811
98,8.844180920646098,13.226924516239754,6.8807682745693
99,8.992063545167362,13.09734547393817,6.889211396390879
100,9.119955098571813,13.01260018869332,6.940491044349369
101,9.234930438725605,12.980945389260047,7.032934152662316
102,9.350057576117306,13.004494096309562,7.155148906273625
103,9.469068857111452,13.080795782616933,7.2897564365203635
104,9.647799961100432,13.19946741058633,7.419489598231548
105,9.9422109479246,13.311964854180427,7.497872905142842
106,10.304962334466238,13.404440757604997,7.487295366121106
107,10.73227916833483,13.496867140977448,7.427094193013064
108,11.186767374959848,13.595666154772351,7.338008756362154
109,11.649715286189895,13.70374958385899,7.230944168995987
110,12.124955512350374,13.792823151671973,7.107721403597045
111,12.557600772206577,13.857159481459016,6.971333797099427
112,12.987639222834659,13.897776052283831,6.826775089280618
113,13.430511060226511,13.918943834760803,6.679819931190091
114,13.88577748101578,13.926193768406257,6.536359312509604
115,14.351105103667805,13.926264619044005,6.401627801272078
116,14.822786930733036,13.926647462592008,6.279880704825408
117,15.295968635169631,13.934483949879303,6.173939086842307
118,15.764702559763444,13.955737242879879,6.084965179696295
119,16.222528160978552,13.994427373314887,6.012353799559857
120,16.662989085440355,14.006224630040418,5.908615964937671
121,17.14116353540005,13.971433845341432,5.792220994348478
122,17.73889905628883,13.949301251859497,5.787009398071838
123,18.434851814989376,13.932002996210633,5.888694100484797
124,19.136823811476336,13.919163508019704,6.099551036068992
125,19.78520167487784,13.907682344945409,6.374094962108561
126,20.397122835634708,13.895223827118265,6.657866249338423
127,20.9896705724352,13.880760651307392,6.950096004295299
128,21.567823027011293,13.86408273663679,7.239998707636055
129,22.13713842710838,13.845618030322278,7.528856025632849
130,22.704360039264678,13.826225821699017,7.817881618102001
131,23.27698577361783,13.806869773126817,8.108104477191612
132,23.85079712631645,13.830529233636968,8.400200845284882
133,24.40941135377653,13.96492996457574,8.69439971648324
134,24.937981598245607,14.209650374378036,8.990346385317753
135,25.404833088870152,14.522730243849931,9.245962549928388
136,25.791244794503967,14.877458080243269,9.434359502335738
137,26.08473081212199,15.340265866152063,9.622152861793653
138,26.283129645370796,15.911131983076348,9.80965986532825
139,26.42906224885904,16.545682924608624,9.996603162619547
140,26.57955313361727,17.195090430096492,10.183103149252222
141,26.72994940290987,17.860075974896898,10.369344593790837
142,26.89575420913517,18.52457965662403,10.555438666113522
143,27.08894348733056,19.18960890763979,10.7414470236641
144,27.319220810442108,19.855041047322437,10.927284886592743
145,27.586609652559506,20.52057488784138,11.112811993884511
146,27.88608089999703,21.186037683009587,11.297885061111566
147,28.214987607773395,21.851373264159577,11.482424810208212
148,28.570864663090074,22.516318613709483,11.666369483833728
149,28.949131264022824,23.17956437719904,11.848623032783314
150,29.342546616588475,23.800599689862157,11.988856243459006
151,29.741741570087147,24.350034789858743,12.057789545494218
152,30.135991237558954,24.891088860842764,12.118708647381807
153,30.51429327479053,25.423552232846475,12.171450250949901
154,30.869030111551357,25.94727715028701,12.215894981697527
155,31.197442221034386,26.462222989008726,12.252374114616737
156,31.50075350076158,26.968383458685125,12.282666460727567
157,31.78306844291248,27.4657222775204,12.309015669490293
158,32.05016938100641,27.954175045770395,12.333653167105405
159,32.30827837905057,28.433680477027412,12.3580433102065
160,32.563162007791185,28.903218332645046,12.381410062777618
161,32.8194457283501,29.35785410456577,12.399048274457792
162,33.080245092529296,29.792519472783514,12.406424002921508
163,33.34702820312798,30.191886881371563,12.39006380994438
164,33.61969724511518,30.52783846892884,12.326580899053285
165,33.896954360814,30.780264728276652,12.200494696798476
166,34.17680473465802,30.904814175357505,11.974831755138997
167,34.45724322633058,30.90602442591527,11.670180674536004
168,34.73655295353967,30.827781836070155,11.327404195466027
169,35.013643543940155,30.675335965980285,10.948156594651552
170,35.28833878089361,30.410381669890036,10.514794694071796
171,35.56113792274,30.087652861040294,10.103893867754877
172,35.8325518246953,29.708324462241023,9.742199296123108
173,36.101591481323624,29.23103805293264,9.446234554546818
174,36.3663838067676,28.661101823548577,9.252985642933629
175,36.624731310840865,28.05660170654566,9.119381146549392
176,36.87489425592552,27.479343108720077,9.071945072882071
177,37.116532064182316,26.888604291732968,9.093957199394087
178,37.34962342881927,26.239018643177847,9.12309854785139
179,37.57431470803246,25.538328132223512,9.25342106051673
180,37.78917143900493,24.817223740362085,9.553225071662107
181,37.98886777964829,24.044256942363077,9.928263125068456
182,38.17215078557671,23.26227279729794,10.306141309023714
183,38.338025641699474,22.569917467364522,10.580897824835533
184,38.46115503216322,21.931067225681733,10.751207469575517
185,38.513834538762964,21.26474276180025,10.966855791005743
186,38.51410843936302,20.632731493786082,11.363768694262262
187,38.448951341562385,20.061356025758677,11.9802071399159
188,38.31813857021024,19.569643186847816,12.678326259468493
189,38.137823684520086,19.25870591845408,13.367080618360726
190,37.900508073237525,19.075591198709894,14.077081342923695
191,37.59755995432038,18.937617474813017,14.765901762441992
192,37.2387711328576,18.915464761702452,15.416639684661464
193,36.82538161427072,19.098867530001677,16.029064332794746
194,36.35521196765434,19.394453996595498,16.612159175695318
195,35.82088616663851,19.73867861743548,17.15707054790825
196,35.21964616458325,20.06736480093973,17.618342303087708
197,34.53934807974401,20.33089620268577,18.035304478048758
198,33.76450683007592,20.522218244624515,18.405143605934526
199,32.88220649021155,20.624153564470184,18.710999595210513
200,31.94417528635058,20.777760036823196,18.98762681057879
