,c1_c2,c2_c3,c3_c0,p1,p2,p3,p4
0,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
1,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
2,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
3,6.831245545737576,6.789428509917968,7.009969181476755,[  25.93889618 -148.52664185],[  11.20080662 -158.26834106],[  12.91994858 -151.6569519 ],[  18.92899132 -148.49661255]
4,6.829812767526556,6.771366067432875,7.053087023535849,[  25.98198128 -148.53361511],[  11.20049572 -158.25054932],[  12.93371391 -151.64431763],[  18.92899132 -148.49661255]
5,6.824038000596615,6.721772959960445,7.130566224709592,[  26.05938339 -148.54644775],[  11.19986439 -158.19950867],[  12.97142792 -151.60943604],[  18.92899132 -148.49661255]
6,6.815294363705895,6.640843396944853,7.239068405183521,[  26.16773796 -148.56486511],[  11.19849873 -158.11637878],[  13.03311253 -151.55265808],[  18.92899132 -148.49661255]
7,6.802782600792542,6.531279171763624,7.3794839786093736,[  26.30788422 -148.5900116 ],[  11.1967268  -158.00219727],[  13.11687565 -151.47602844],[  18.92899132 -148.49661255]
8,6.788251967534644,6.414348919199584,7.521117051006647,[  26.47680092 -148.62187195],[  11.19440651 -157.85661316],[  13.22439766 -151.3789978 ],[  18.95666122 -148.50062561]
9,6.770437131503532,6.358846081702779,7.584538092435621,[  26.67651367 -148.66168213],[  11.19168091 -157.67828369],[  13.35497189 -151.26275635],[  19.09324646 -148.52284241]
10,6.750442438540129,6.332418980688562,7.611087574594926,[  26.90335846 -148.70959473],[  11.18846512 -157.46885681],[  13.50725555 -151.12916565],[  19.29379845 -148.55711365]
11,6.731198904447716,6.3154496428843725,7.624038442602402,[  27.15546799 -148.76593018],[  11.18477249 -157.2293396 ],[  13.68255329 -150.97872925],[  19.53321838 -148.6007843 ]
12,6.7174000797475015,6.303068500381771,7.632737067652214,[  27.43398857 -148.83161926],[  11.18065357 -156.9631958 ],[  13.88148117 -150.81266785],[  19.80332184 -148.65385437]
13,6.71271622615028,6.294818606082165,7.640067802596413,[  27.7388401  -148.90687561],[  11.1761446  -156.67250061],[  14.10489273 -150.63238525],[  20.10113907 -148.71672058]
14,6.7172730130042435,6.291877729260244,7.645917597166617,[  28.06831169 -148.99455261],[  11.17121029 -156.35534668],[  14.35348129 -150.43969727],[  20.42514038 -148.78964233]
15,6.732767747067566,6.295468128035925,7.6512140225969745,[  28.42179108 -149.09332275],[  11.1658392  -156.01145935],[  14.62798882 -150.23706055],[  20.77376747 -148.87239075]
16,6.761691059767503,6.307687446756229,7.657350029558746,[  28.80056572 -149.19717407],[  11.16002178 -155.64111328],[  14.92922783 -150.02742004],[  21.14674568 -148.96469116]
17,6.807134725981539,6.330255288695283,7.66392003132259,[  29.2039032  -149.30633545],[  11.15376282 -155.24493408],[  15.25788403 -149.81416321],[  21.54375648 -149.06587219]
18,6.872770825092249,6.363948513125781,7.670656944566257,[  29.63086319 -149.42051697],[  11.14711857 -154.82394409],[  15.61450768 -149.60116577],[  21.96414757 -149.1746521 ]
19,6.96122419282321,6.401135863914756,7.684216415351086,[  30.08091736 -149.53749084],[  11.14242172 -154.37911987],[  15.99962616 -149.39251709],[  22.40018082 -149.30625916]
20,7.073486694809893,6.430771694462941,7.717575855989926,[  30.55369377 -149.65504456],[  11.14394951 -153.91162109],[  16.41372108 -149.19317627],[  22.83811378 -149.47953796]
21,7.210517161991374,6.462832341124093,7.763404648744227,[  31.04778671 -149.77050781],[  11.15552807 -153.42251587],[  16.85683632 -149.00814819],[  23.28494263 -149.67721558]
22,7.374068969217193,6.515334396324757,7.778935780956588,[  31.54640007 -149.87921143],[  11.18126202 -152.91500854],[  17.32859421 -148.8422699 ],[  23.76758003 -149.83677673]
23,7.573795237261222,6.55728498878513,7.798938099239049,[  32.05395508 -149.98139954],[  11.22073936 -152.41252136],[  17.82299995 -148.7013855 ],[  24.25501823 -149.97697449]
24,7.776897535470576,6.600606342559778,7.831217261373163,[  32.57460785 -150.07696533],[  11.2819519 -151.9022522],[  18.31812859 -148.58979797],[  24.74342728 -150.10093689]
25,7.9989894722780726,6.64515157830302,7.876691348334478,[  33.11656189 -150.16583252],[  11.36380863 -151.39477539],[  18.81980705 -148.49789429],[  25.2400074  -150.21226501]
26,8.250211972833682,6.701081250676831,7.92794848838634,[  33.67702866 -150.2462616 ],[  11.46786499 -150.89993286],[  19.32832909 -148.39411926],[  25.74934578 -150.31115723]
27,8.515669479696683,6.77501750583651,7.9829665345710525,[  34.25649643 -150.31625366],[  11.59791088 -150.4108429 ],[  19.84067535 -148.27227783],[  26.27393723 -150.39689636]
28,8.783761205261706,6.837454650115035,8.038285206394193,[  34.85267639 -150.37541199],[  11.7531929  -149.93107605],[  20.36473274 -148.20022583],[  26.81493187 -150.46864319]
29,9.04906753513451,6.886448318738118,8.094101213023409,[  35.46610641 -150.42222595],[  11.93562222 -149.46588135],[  20.89431763 -148.19018555],[  27.37266541 -150.52560425]
