,c1_c2,c2_c3,c3_c0,p1,p2,p3,p4
0,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
1,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
2,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
3,6.8321591570264095,6.7886468040060475,6.999993992751656,[  25.93889618 -148.52664185],[  11.20071793 -158.26112366],[  12.92676258 -151.65058899],[  18.93896103 -148.49794006]
4,6.828215300214431,6.780818947974757,6.999999902593896,[  25.98198128 -148.53361511],[  11.19980526 -158.21826172],[  12.95948219 -151.62068176],[  18.98204041 -148.50486755]
5,6.819208590537717,6.767282977410706,7.0008876298848195,[  26.05999374 -148.54696655],[  11.19845676 -158.13891602],[  13.01783562 -151.56689453],[  19.05916786 -148.51756287]
6,6.8069446677090175,6.749482671000366,6.9999328955595885,[  26.16929817 -148.56556702],[  11.19681358 -158.02626038],[  13.10076523 -151.49101257],[  19.16942406 -148.53688049]
7,6.791362564045474,6.729315580101653,6.997659462386595,[  26.30819702 -148.59069824],[  11.19460297 -157.88169861],[  13.20656109 -151.39520264],[  19.31059456 -148.56245422]
8,6.769547369395765,6.71126441308689,6.992936253936462,[  26.47519875 -148.62261963],[  11.19192219 -157.7046051 ],[  13.33261585 -151.28244019],[  19.48231697 -148.59501648]
9,6.745427441258319,6.694223416332544,6.986564397733519,[  26.67036247 -148.6618042 ],[  11.1887579  -157.49649048],[  13.4807806  -151.15240479],[  19.68384743 -148.63554382]
10,6.722172371638774,6.675208563289493,6.981860655648174,[  26.89310074 -148.70895386],[  11.18548393 -157.25828552],[  13.65203857 -151.00498962],[  19.91127968 -148.68544006]
11,6.704011079461035,6.656333744588896,6.978955858158516,[  27.14317131 -148.76473999],[  11.1819582  -156.99287415],[  13.84737492 -150.84150696],[  20.16424942 -148.7429657 ]
12,6.693181505787272,6.640383637110579,6.9765229545297265,[  27.42019653 -148.82965088],[  11.18066883 -156.70199585],[  14.06733227 -150.66329956],[  20.4437027  -148.80949402]
13,6.689330469612615,6.629600117406113,6.97423100133906,[  27.72362518 -148.90396118],[  11.18276119 -156.38432312],[  14.3124876 -150.4723053],[  20.74941826 -148.88563538]
14,6.69331225031431,6.626080045133861,6.971887775574997,[  28.05279732 -148.98753357],[  11.18985462 -156.04003906],[  14.58357525 -150.27088928],[  21.0809288  -148.97114563]
15,6.707573632386075,6.6312654381113525,6.969153827730188,[  28.40652084 -149.07972717],[  11.20093346 -155.66954041],[  14.88141823 -150.06190491],[  21.43738174 -149.06539917]
16,6.731364425281963,6.646248691670063,6.966783315316798,[  28.78476524 -149.17990112],[  11.22338867 -155.27490234],[  15.20675373 -149.84866333],[  21.81799316 -149.16738892]
17,6.764800416023391,6.664477559214304,6.971332268262422,[  29.18721199 -149.28684998],[  11.26076889 -154.85772705],[  15.560256   -149.63499451],[  22.21588135 -149.29161072]
18,6.808405838331326,6.686898941796371,6.9841540108593225,[  29.61324883 -149.39897156],[  11.31517506 -154.41944885],[  15.94234085 -149.42507935],[  22.62922096 -149.44094849]
19,6.86176235915073,6.724904285187774,6.994123112114784,[  30.06232071 -149.51428223],[  11.39080524 -153.96238708],[  16.35331917 -149.22348022],[  23.0685463 -149.5841217]
20,6.9236019383096945,6.775806110706732,6.99904718718932,[  30.53404427 -149.63061523],[  11.49226189 -153.48930359],[  16.79334259 -149.03567505],[  23.5354538  -149.71057129]
21,6.995248667358089,6.8322243217519585,7.001932191718746,[  31.02696991 -149.75006104],[  11.61921501 -153.00082397],[  17.2621212  -148.86668396],[  24.0255394  -149.83387756]
22,7.081108020229934,6.879586665288253,6.9982838851893465,[  31.52083015 -149.86264038],[  11.77388382 -152.51370239],[  17.75406265 -148.72166443],[  24.52309227 -149.95005798]
23,7.1699610223239665,6.925036748896461,6.996786635396835,[  32.01374435 -149.96455383],[  11.95514584 -152.04039001],[  18.24709129 -148.60240173],[  25.0175724  -150.05729675]
24,7.253729935149662,6.967627257906292,6.996241685134174,[  32.51332092 -150.0582428 ],[  12.1701088  -151.58129883],[  18.74497795 -148.5173645 ],[  25.51773071 -150.15371704]
25,7.338113345270698,7.004026733407865,6.996071479777969,[  33.02445602 -150.14395142],[  12.41821289 -151.14047241],[  19.25248528 -148.46827698],[  26.02902794 -150.23883057]
26,7.4296744786518225,7.032598947350752,6.9960770290061935,[  33.54992676 -150.2210083 ],[  12.69877434 -150.72189331],[  19.77286148 -148.45091248],[  26.5544548 -150.3130188]
27,7.537276358921099,7.05279858326479,6.996157937019256,[  34.09110641 -150.28846741],[  13.00455761 -150.32846069],[  20.30725479 -148.462677  ],[  27.09549904 -150.37623596]
28,7.664888570991668,7.064436739778524,6.996311522380657,[  34.64855194 -150.34550476],[  13.33196545 -149.96669006],[  20.85563469 -148.50213623],[  27.65271759 -150.42721558]
29,7.814170843466344,7.068103969687275,6.996525662617314,[  35.22233963 -150.39141846],[  13.67708874 -149.6381073 ],[  21.41759491 -148.56767273],[  28.22620392 -150.46528625]
