,c1_c2,c2_c3,c3_c0,p1,p2,p3,p4
0,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
1,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
2,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
3,6.8307017262991145,6.790316615485037,6.999993992751656,[  25.93889618 -148.52664185],[  11.20071793 -158.26112366],[  12.92549324 -151.65176392],[  18.93896103 -148.49794006]
4,6.827278099837674,6.78190282062028,6.999999902593896,[  25.98198128 -148.53361511],[  11.19980526 -158.21826172],[  12.95864868 -151.62142944],[  18.98204041 -148.50486755]
5,6.818348805635802,6.768183237535532,7.000275123788181,[  26.05938339 -148.54644775],[  11.1986475  -158.13894653],[  13.01717377 -151.56758118],[  19.05916786 -148.51756287]
6,6.805396840574111,6.751676600256498,6.998369855555587,[  26.16773796 -148.56486511],[  11.19680405 -158.02680969],[  13.0991497 -151.4927063],[  19.16942406 -148.53688049]
7,6.789441399369824,6.731252823237233,6.997343921879504,[  26.30788422 -148.5900116 ],[  11.19460773 -157.88168335],[  13.20514774 -151.39675903],[  19.31059456 -148.56245422]
8,6.7735082283027745,6.706418600502306,6.9945355036334504,[  26.47680092 -148.62187195],[  11.1920042 -157.7043457],[  13.33652401 -151.27928162],[  19.48231697 -148.59501648]
9,6.758202439779208,6.679720165376736,6.992303193606602,[  26.67609787 -148.66270447],[  11.188941   -157.49609375],[  13.4924469  -151.14257812],[  19.68384743 -148.63554382]
10,6.744010654367621,6.651143358325725,6.991486424490628,[  26.9027195  -148.71096802],[  11.18576622 -157.25778198],[  13.67165279 -150.98864746],[  19.91127968 -148.68544006]
11,6.731915118136806,6.625925610662671,6.9905384742851036,[  27.1547451  -148.76742554],[  11.18320274 -156.99232483],[  13.8725996  -150.82095337],[  20.16424942 -148.7429657 ]
12,6.7260471841204374,6.604899681944033,6.98953088664184,[  27.43319321 -148.83325195],[  11.1823473  -156.70133972],[  14.09748268 -150.6398468 ],[  20.4437027  -148.80949402]
13,6.726832956698661,6.58952998043939,6.988595696783038,[  27.73797607 -148.90864563],[  11.184659   -156.38356018],[  14.34745216 -150.44664001],[  20.74941826 -148.88563538]
14,6.73638037328265,6.579979103009087,6.987704503685379,[  28.06739044 -148.99649048],[  11.18930531 -156.03903198],[  14.62336254 -150.24368286],[  21.07972145 -148.97421265]
15,6.753756609649409,6.5787789014907325,6.988261473016985,[  28.42223358 -149.09143066],[  11.202425   -155.66876221],[  14.92565918 -150.03398132],[  21.43399429 -149.07382202]
16,6.781424149734532,6.590124198473918,6.988081653808634,[  28.80163956 -149.1933136 ],[  11.22297573 -155.27357483],[  15.25484467 -149.82089233],[  21.81357384 -149.1783905 ]
17,6.820999876256323,6.606026373886918,6.9926781042036605,[  29.2037735  -149.30596924],[  11.25386047 -154.8550415 ],[  15.6120863  -149.60795593],[  22.21109581 -149.30355835]
18,6.8703474818978965,6.615330228783491,7.015765607323462,[  29.62862968 -149.42694092],[  11.30413342 -154.41615295],[  15.99800968 -149.39926147],[  22.6129837  -149.46791077]
19,6.928042158442878,6.629159258828959,7.051900179660653,[  30.07753754 -149.54722595],[  11.37829208 -153.95909119],[  16.41286278 -149.19979858],[  23.02644539 -149.65397644]
20,6.994157497342938,6.667199144060409,7.074311577437639,[  30.54974747 -149.66601562],[  11.47842789 -153.48594666],[  16.85667992 -149.01463318],[  23.47681046 -149.8054657 ]
21,7.069713305043801,6.71525850428849,7.091555306249189,[  31.04332161 -149.78266907],[  11.60870457 -152.99971008],[  17.3288002  -148.84503174],[  23.9535923  -149.94358826]
22,7.15293532202554,6.766466361434476,7.0947884179790925,[  31.54166222 -149.89239502],[  11.76948738 -152.51159668],[  17.82281876 -148.7008667 ],[  24.44912148 -150.07096863]
23,7.237629683673129,6.813987138627222,7.109994172885068,[  32.04935837 -149.99537659],[  11.95573807 -152.03912354],[  18.31776047 -148.58833313],[  24.94190788 -150.18554688]
24,7.327923987339105,6.856223965427541,7.13437298577222,[  32.56984329 -150.09136963],[  12.17257881 -151.58074951],[  18.81969261 -148.49621582],[  25.43813133 -150.28620911]
25,7.432127734670278,6.90549978418744,7.17007790831144,[  33.11158752 -150.18035889],[  12.42353725 -151.14007568],[  19.32898903 -148.39212036],[  25.94411278 -150.37355042]
26,7.545776826793873,6.9700565685193565,7.210753020760374,[  33.67186356 -150.26060486],[  12.70570755 -150.72041321],[  19.84246254 -148.26980591],[  26.46353722 -150.44766235]
27,7.653726475566385,7.021484763371088,7.255074168377742,[  34.2511673  -150.33015442],[  13.01631165 -150.32820129],[  20.36765289 -148.19810486],[  26.99827576 -150.50810242]
28,7.75972742484963,7.059117947829333,7.299979378600123,[  34.84717941 -150.38815308],[  13.34579945 -149.97053528],[  20.89818001 -148.18870544],[  27.54909325 -150.55439758]
29,7.880629569502463,7.081836814337219,7.345920488538921,[  35.46047211 -150.43367004],[  13.69108391 -149.64570618],[  21.44155312 -148.21932983],[  28.11613655 -150.58625793]
