,c1_c2,c2_c3,c3_c0,p1,p2,p3,p4
0,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
1,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
2,6.831483818924145,6.7910682750128775,6.999999652201162,[  25.92893219 -148.52529907],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  18.92899132 -148.49661255]
3,6.82429321000277,6.790816223456381,7.008322437533088,[  25.93889618 -148.52664185],[  11.20071793 -158.26112366],[  12.91993046 -151.65693665],[  18.93063736 -148.4967804 ]
4,6.797844028583532,6.787901570980991,7.0343711493251675,[  25.98198128 -148.53361511],[  11.19983387 -158.21844482],[  12.93268394 -151.64517212],[  18.94769287 -148.49949646]
5,6.76650115742188,6.777977320160876,7.062292171890296,[  26.05938339 -148.54644775],[  11.19868279 -158.14006042],[  12.97098827 -151.60978699],[  18.99720001 -148.50724792]
6,6.732145665974687,6.763566701223495,7.088657137076075,[  26.16773796 -148.56486511],[  11.19703102 -158.02967834],[  13.03316212 -151.55276489],[  19.079216   -148.52108765]
7,6.691529705666723,6.744780571210792,7.117286202264465,[  26.30788422 -148.5900116 ],[  11.19481277 -157.88470459],[  13.11813831 -151.47554016],[  19.1907711  -148.54037476]
8,6.647101936324512,6.723275631730192,7.145332927709067,[  26.47680092 -148.62187195],[  11.1920929  -157.70744324],[  13.22535706 -151.37895203],[  19.33168983 -148.56556702]
9,6.604745421675328,6.6980143338165075,7.172985701699901,[  26.67651367 -148.66168213],[  11.18889046 -157.4992981 ],[  13.35776901 -151.26081848],[  19.50380898 -148.59819031]
10,6.564929168494064,6.670341305966249,7.198024342256367,[  26.90335846 -148.70959473],[  11.18521309 -157.26113892],[  13.51492405 -151.12348938],[  19.70567131 -148.6399231 ]
11,6.5298368568751375,6.6424823897605485,7.2216958211256195,[  27.15546799 -148.76593018],[  11.18237782 -156.99606323],[  13.69535351 -150.96914673],[  19.93418312 -148.68888855]
12,6.500722931188842,6.6167177137593,7.247073345278478,[  27.43398857 -148.83161926],[  11.18126297 -156.70663452],[  13.89713669 -150.80041504],[  20.18740082 -148.74772644]
13,6.477762884295948,6.595668886765857,7.2719499304438475,[  27.7388401  -148.90687561],[  11.18313217 -156.39086914],[  14.12322712 -150.61875916],[  20.46747017 -148.81503296]
14,6.462432406389489,6.5806451785161,7.296199603422933,[  28.06950378 -148.99154663],[  11.18985558 -156.04855347],[  14.37460995 -150.425354  ],[  20.77399063 -148.89146423]
15,6.457429232732474,6.573273815131903,7.3183803619769,[  28.42381859 -149.08848572],[  11.20051575 -155.67993164],[  14.65199471 -150.2223053 ],[  21.10628319 -148.97727966]
16,6.461401547457535,6.575409433225708,7.3404034093843435,[  28.80292702 -149.19154358],[  11.22247887 -155.28651428],[  14.95577621 -150.01278687],[  21.46350098 -149.07176208]
17,6.47480274927088,6.588137580968193,7.362730290374874,[  29.20649147 -149.30012512],[  11.25930309 -154.87005615],[  15.28653049 -149.8000946 ],[  21.84484291 -149.17391968]
18,6.499126811910186,6.604418428720101,7.391088245816588,[  29.63365936 -149.41374207],[  11.31307697 -154.43232727],[  15.64540291 -149.58778381],[  22.24347305 -149.29827881]
19,6.53422022065399,6.61374382405806,7.437963788266981,[  30.08388519 -149.53027344],[  11.38791466 -153.97564697],[  16.03299904 -149.38008118],[  22.6462326 -149.4622345]
20,6.578869712276242,6.627242211192127,7.49639705273729,[  30.55680084 -149.64752197],[  11.48849297 -153.50288391],[  16.44957542 -149.18209839],[  23.06040382 -149.64823914]
21,6.632050650020112,6.664540528584074,7.538677715397888,[  31.05101204 -149.76280212],[  11.61907101 -153.01704407],[  16.89509392 -148.99862671],[  23.51238632 -149.790802  ]
22,6.700021684509556,6.709872843657764,7.559625103318686,[  31.54977226 -149.87149048],[  11.7797327  -152.52902222],[  17.36915207 -148.83460999],[  23.99031639 -149.92207336]
23,6.788939620712145,6.75768798967797,7.571624094580206,[  32.05751038 -149.97375488],[  11.96582508 -152.05610657],[  17.86495972 -148.69606018],[  24.48624039 -150.04698181]
24,6.873680466687494,6.801872355994638,7.599786128111909,[  32.57823181 -150.0695343 ],[  12.18162823 -151.59727478],[  18.36129189 -148.5874176 ],[  24.97897911 -150.15957642]
25,6.951833171413916,6.838995246297582,7.6460077915896125,[  33.12022781 -150.15869141],[  12.43427849 -151.15548706],[  18.86341476 -148.51083374],[  25.47489357 -150.26017761]
26,7.047528686777611,6.876271809754219,7.701056355513607,[  33.6807251  -150.23954773],[  12.71415997 -150.73486328],[  19.37570953 -148.43455505],[  25.9804306  -150.34786987]
27,7.157135315224587,6.926063038107888,7.761684183567421,[  34.26023483 -150.31002808],[  13.02352428 -150.34185791],[  19.89439201 -148.33792114],[  26.49936295 -150.4223175 ]
28,7.268965193903709,6.965519538038282,7.823682520266324,[  34.85643768 -150.36929321],[  13.35309887 -149.98245239],[  20.42235756 -148.2902832 ],[  27.03358841 -150.48347473]
29,7.384110631616571,6.993461247766887,7.886857465973901,[  35.4699173  -150.41630554],[  13.6985178  -149.65589905],[  20.95662308 -148.29759216],[  27.58389282 -150.53092957]
