,c1_c2,c2_c3,c3_c0,p1,p2,p3,p4
0,6.831483818924145,13.382104911916192,6.999999652201162,[  18.92899132 -148.49661255],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  25.92893219 -148.52529907]
1,6.831483818924145,13.382104911916192,6.999999652201162,[  18.92899132 -148.49661255],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  25.92893219 -148.52529907]
2,6.831483818924145,13.382104911916192,6.999999652201162,[  18.92899132 -148.49661255],[  11.20083141 -158.27005005],[  12.91868973 -151.65808105],[  25.92893219 -148.52529907]
3,6.837663132055309,13.38338686592583,7.008352630173385,[  18.93060684 -148.49685669],[  11.20080662 -158.26834106],[  12.92549324 -151.65176392],[  25.93889618 -148.52664185]
4,6.858303881286418,13.383970572697633,7.030842894451313,[  18.95072556 -148.49995422],[  11.20049572 -158.25054932],[  12.95864868 -151.62142944],[  25.98148918 -148.53334045]
5,6.876414444812593,13.387048775302087,7.0564647108836835,[  19.00237465 -148.50819397],[  11.19986439 -158.19950867],[  13.01717377 -151.56758118],[  26.05873871 -148.54588318]
6,6.890115859939721,13.39146349692871,7.081834686417522,[  19.08487511 -148.52212524],[  11.19857597 -158.11550903],[  13.0991497 -151.4927063],[  26.16658211 -148.56465149]
7,6.902147543784478,13.398131167261122,7.109111585705239,[  19.19697762 -148.54144287],[  11.19660854 -158.00019836],[  13.20514774 -151.39675903],[  26.30592537 -148.58970642]
8,6.916247220020457,13.406037957800635,7.139447660764194,[  19.33734703 -148.56716919],[  11.19450665 -157.85546875],[  13.33652401 -151.27928162],[  26.47658348 -148.62208557]
9,6.928188264022119,13.415617108880076,7.168749769969827,[  19.508564   -148.59983826],[  11.19168186 -157.67758179],[  13.4924469  -151.14257812],[  26.67703056 -148.66355896]
10,6.939225110542531,13.427288181294518,7.19433229934452,[  19.71062851 -148.64067078],[  11.18836498 -157.46833801],[  13.6716795  -150.98867798],[  26.90460396 -148.71232605]
11,6.948874183283147,13.442136787281129,7.218886648579735,[  19.9388237  -148.69087219],[  11.18457413 -157.22889709],[  13.87263966 -150.82099915],[  27.15728378 -148.76934814]
12,6.963368952356611,13.460223507453328,7.244192014680378,[  20.19262695 -148.74876404],[  11.18034744 -156.9627533 ],[  14.0975275  -150.63989258],[  27.43629646 -148.83576965]
13,6.986860852849504,13.48175751393993,7.269265625230893,[  20.47296524 -148.81568909],[  11.17572212 -156.6721344 ],[  14.34750462 -150.44670105],[  27.74159622 -148.91174316]
14,7.019246073219347,13.50692378075389,7.293872613321473,[  20.77957726 -148.8921814 ],[  11.17067146 -156.35507202],[  14.62342167 -150.2437439 ],[  28.07269478 -148.99713135]
15,7.061782198471942,13.53592047297182,7.317663417896233,[  21.11197662 -148.97802734],[  11.16518307 -156.01126099],[  14.92571831 -150.03404236],[  28.42876434 -149.0912323 ]
16,7.11669893809755,13.568567772898254,7.340632151943672,[  21.46930313 -149.07254028],[  11.15925503 -155.64100647],[  15.25490952 -149.82095337],[  28.8089447  -149.19313049]
17,7.187437552633034,13.6044919086215,7.363535694417261,[  21.85075378 -149.17469788],[  11.15290165 -155.24488831],[  15.61215496 -149.60801697],[  29.2131958  -149.30160522]
18,7.277892637230964,13.642979067614444,7.392470679687972,[  22.24949074 -149.29905701],[  11.14617157 -154.82397461],[  15.99808216 -149.39933777],[  29.64105225 -149.41499329]
19,7.391819685113588,13.683029686876155,7.439905437367414,[  22.65236092 -149.4630127 ],[  11.13907433 -154.37919617],[  16.41293716 -149.19987488],[  30.09195328 -149.53126526]
20,7.528048596475453,13.723404847911914,7.498888057724898,[  23.06664276 -149.64901733],[  11.13928032 -153.91184998],[  16.85675621 -149.01470947],[  30.56553078 -149.64822388]
21,7.687679176363978,13.761635826968657,7.5417268912853155,[  23.51872444 -149.79156494],[  11.1503973  -153.42292786],[  17.32917976 -148.84875488],[  31.0603981  -149.76322937]
22,7.87218652625215,13.784983923969762,7.562872414998724,[  23.99721909 -149.92007446],[  11.16996765 -152.91403198],[  17.82417679 -148.70774841],[  31.55993652 -149.87165833]
23,8.073451567838577,13.81758363935068,7.575018748166454,[  24.49392128 -150.04348755],[  11.20381069 -152.40940857],[  18.31989098 -148.5960083 ],[  32.06861877 -149.97372437]
24,8.287860195810469,13.856575820878598,7.603244598065142,[  24.98729706 -150.15538025],[  11.26230717 -151.90054321],[  18.82217407 -148.50392151],[  32.59005356 -150.06922913]
25,8.530877666461127,13.913062951307797,7.6493038111621985,[  25.48381042 -150.25401306],[  11.34272575 -151.39306641],[  19.33127022 -148.39990234],[  33.13253784 -150.16011047]
26,8.79752290993655,13.987950879744783,7.704153653175957,[  25.98988914 -150.34005737],[  11.44593239 -150.89813232],[  19.8441391  -148.27772522],[  33.69342422 -150.24243164]
27,9.061984527436545,14.063478778583347,7.764706001913512,[  26.50927734 -150.41352844],[  11.57890129 -150.40931702],[  20.36876869 -148.20527649],[  34.27333832 -150.31344604]
28,9.323085491889568,14.139801298582618,7.826726277890342,[  27.04389381 -150.47399902],[  11.73936939 -149.93330383],[  20.89893913 -148.19485474],[  34.86996841 -150.3730011 ]
29,9.597545270177438,14.212106794104741,7.890003951877849,[  27.59453392 -150.52095032],[  11.9268465  -149.47645569],[  21.44240189 -148.22462463],[  35.48389435 -150.42018127]
30,9.893485349056428,14.27893363732723,7.952572016520463,[  28.16138458 -150.55404663],[  12.13574886 -149.04434204],[  22.00011444 -148.28582764],[  36.11333847 -150.45489502]
31,10.199830899129246,14.348733233866007,8.014933395305048,[  28.74428177 -150.57321167],[  12.36514759 -148.63414001],[  22.56209373 -148.39157104],[  36.75862503 -150.47595215]
32,10.499873274018745,14.437890216532002,8.076525207519563,[  29.34273529 -150.5771637 ],[  12.61449718 -148.24156189],[  23.10947609 -148.56211853],[  37.4187355 -150.4850769]
33,10.765474542255381,14.581576490588956,8.137667650004088,[  29.95660973 -150.5683136 ],[  12.88412094 -147.86668396],[  23.60760689 -148.8165741 ],[  38.09381485 -150.48155212]
34,11.026985418464896,14.762642266508559,8.19849254796521,[  30.58528519 -150.54603577],[  13.17434311 -147.51097107],[  24.08112526 -149.13470459],[  38.78340912 -150.46829224]
35,11.338241400327478,14.927917447498654,8.259217417560338,[  31.22871971 -150.5138092 ],[  13.48487759 -147.17463684],[  24.59343719 -149.44523621],[  39.4876709  -150.44749451]
36,11.675379937777562,15.084002273564588,8.319746091758793,[  31.88672829 -150.47431946],[  13.81665611 -146.85780334],[  25.1391983  -149.70640564],[  40.20629883 -150.42027283]
37,12.02155797988125,15.237448225761772,8.380122751473154,[  32.55900192 -150.42887878],[  14.17065811 -146.55935669],[  25.70820427 -149.93617249],[  40.93901443 -150.38589478]
38,12.371161657468813,15.387760463299172,8.440310132908643,[  33.24537277 -150.37939453],[  14.54633141 -146.27986145],[  26.29920387 -150.14193726],[  41.68561554 -150.34567261]
39,12.71827140586051,15.53429254215251,8.500525989514706,[  33.94573212 -150.32803345],[  14.94250107 -146.02149963],[  26.91194344 -150.32113647],[  42.44622803 -150.30541992]
40,13.057955158842828,15.676335343499158,8.560761677287205,[  34.659935   -150.27685547],[  15.35689068 -145.78639221],[  27.54567337 -150.47080994],[  43.22069168 -150.26760864]
41,13.38612902480603,15.813587481044438,8.620923488752306,[  35.38785172 -150.22775269],[  15.78738499 -145.57585144],[  28.19920921 -150.58934021],[  44.0087738  -150.23266602]
42,13.699454582543034,15.94619283800929,8.680940971480599,[  36.12932205 -150.18228149],[  16.23198891 -145.39152527],[  28.87111473 -150.67617798],[  44.8102417  -150.20152283]
43,13.996872154337117,16.07370612371695,8.739862338148383,[  36.88414383 -150.14176941],[  16.68837357 -145.23301697],[  29.55988693 -150.73179626],[  45.62394333 -150.1749115 ]
44,14.279142132000395,16.192527095004834,8.793358507176645,[  37.65209579 -150.10716248],[  17.15325356 -145.10093689],[  30.26410866 -150.75773621],[  46.44533539 -150.15289307]
45,14.547919393210965,16.30509612800606,8.843063315940503,[  38.43294525 -150.07911682],[  17.6238842  -144.99565125],[  30.98256683 -150.7565155 ],[  47.27582932 -150.13542175]
46,14.805597124271662,16.413509812066255,8.890337022226019,[  39.22642899 -150.05786133],[  18.09836769 -144.91673279],[  31.71432495 -150.73149109],[  48.11653137 -150.12245178]
47,15.055561807272499,16.519073821481843,8.935901003592402,[  40.03227615 -150.04330444],[  18.57496071 -144.8634491 ],[  32.45876312 -150.68667603],[  48.96789932 -150.11376953]
48,15.298901605796697,16.6233141202777,8.980153827670502,[  40.8502121  -150.03567505],[  19.05205345 -144.83514404],[  33.21462631 -150.62115479],[  49.83006287 -150.10945129]
49,15.542508244319363,16.726065211042396,9.023325487199466,[  41.68000793 -150.0337677 ],[  19.52846336 -144.83099365],[  33.98263931 -150.54469299],[  50.703022   -150.10873413]
50,15.79173260856424,16.82717518535106,9.065517317231452,[  42.52142334 -150.03646851],[  20.00333977 -144.85020447],[  34.76318741 -150.46498108],[  51.58663559 -150.11083984]
51,16.050905176053252,16.926803990483037,9.106823837656266,[  43.37422943 -150.04296875],[  20.47936058 -144.87852478],[  35.5561142  -150.38516235],[  52.4807663  -150.11526489]
52,16.333362936830934,17.024819135578802,9.147287115001047,[  44.23820877 -150.05232239],[  20.95509911 -144.88444519],[  36.36144638 -150.3087616 ],[  53.38523483 -150.12142944]
53,16.668091082711857,17.121078176767,9.186954350502095,[  45.11314392 -150.06443787],[  21.41420937 -144.82669067],[  37.17914963 -150.2388916 ],[  54.29987335 -150.12872314]
54,17.034872839358588,17.21543102891317,9.225816300519764,[  45.99886703 -150.07766724],[  21.86452103 -144.7428894 ],[  38.00911331 -150.1778717 ],[  55.22449493 -150.1366272 ]
55,17.388033297495674,17.30781045245872,9.263899268041445,[  46.89517593 -150.09078979],[  22.32892799 -144.70768738],[  38.85111618 -150.12626648],[  56.15891647 -150.14501953]
56,17.742656502066673,17.398219349178778,9.30120307660621,[  47.80189514 -150.10334778],[  22.78737068 -144.73773193],[  39.70487595 -150.08561707],[  57.10296249 -150.15359497]
