,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.params.EGO_BRAKING_THRESHOLD,point.params.EGO_SPEED,rho
0,0.5883922287811234,0.5883922287811234,0.5883922287811234,0.8003173628944965,0.2130731207177431,0.2130731207177431,0.46848503750765735,0.46848503750765735,0.46848503750765735,0.8753233709360464,0.8753233709360464,0.8753233709360464,10.729598831666593,18.620802204475144,1.0
